year,st,stateno,state,state_fips,state_icpsr,poptotal,popdensity,popfemale,pctpopfemale,popmale,pctpopmale,pctpopunder14,pctpop15to24,pctpop25to44,pctpop45to64,pctpopover65,pctpopover18,pctlatinx,pctwhite,pctblack,pctasian,pctpacific,pctamericanindian,evangelical_pop,nonwhite,foreign_born,pop_annual
1994,DE,8,Delaware,10,11,708416,356.206,362820,NA,343531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,0.225422323,NA,717545
1994,DC,8.5,District of Columbia,11,55,564982,NA,304131,NA,266044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,589239
1994,FL,9,Florida,12,43,13961798,257.959,7200000,NA,6800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.6,0.289511472,NA,14239444
1994,GA,10,Georgia,13,44,7045900,121.485,3600000,NA,3400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.5,0.314989626,NA,7157165
1994,HI,11,Hawaii,15,82,1173903,183.502,581753,NA,596811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8000002,0.698367119,NA,1187536
1994,ID,12,Idaho,16,63,1135459,13.7039,568089,NA,564945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.799999,0.08695595,NA,1145140
1994,IL,13,Illinois,17,21,11804986,210.806,6000000,NA,5700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0.267380595,NA,11912585
1994,IN,14,Indiana,18,22,5745626,159.348,3000000,NA,2800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.4,0.109842673,NA,5793526
1994,IA,15,Iowa,19,31,2829422,159.348,1500000,NA,1400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9,0.046965007,NA,2850746
1994,KS,16,Kansas,20,32,2569118,31.2275,1300000,NA,1300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.1,0.123877771,NA,2580513
1994,KY,17,Kentucky,21,51,3823215,96.5195,2000000,NA,1900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.799999,0.084898248,NA,3849088
1994,LA,18,Louisiana,22,45,4306500,96.0383,2200000,NA,2100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.700001,0.353498966,NA,4347481
1994,ME,19,Maine,23,2,1237687,40.1035,636455,NA,603754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,0.020821486,NA,1242662
1994,MD,20,Maryland,24,52,4985411,506.117,2600000,NA,2400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4,0.327349842,NA,5023060
1994,MA,21,Massachusetts,25,3,6031352,771.914,3100000,NA,2900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,0.135516003,NA,6095241
1994,MI,22,Michigan,26,23,9584481,167.133,4900000,NA,4600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,0.183001667,NA,9597737
1994,MN,23,Minnesota,27,33,4566028,57.5994,2300000,NA,2200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1,0.072554097,NA,4610355
1994,MS,24,Mississippi,28,46,2663450,56.4318,1400000,NA,1300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.200001,0.375853539,NA,2688992
1994,MO,25,Missouri,29,34,5281206,76.4983,2700000,NA,2500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.5,0.136005297,NA,5324497
1994,MT,26,Montana,30,64,854923,5.87965,430542,NA,425505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1,0.084070176,NA,861306
1994,NE,27,Nebraska,31,35,1621551,21.2204,830268,NA,792590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9,0.087347716,NA,1639041
1994,NV,28,Nevada,32,65,1456388,13.3304,715421,NA,741607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4,0.242858514,NA,1499298
1994,NH,29,New Hampshire,33,4,1133054,125.955,579233,NA,557587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5999999,0.029436011,NA,1142560
1994,NJ,30,New Jersey,34,12,7918796,1050.92,4100000,NA,3800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8000002,0.286734551,NA,8014306
1994,NM,31,New Mexico,35,66,1653329,13.623,839006,NA,814515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.700001,0.503430724,NA,1682398
1994,NY,32,New York,36,13,18156652,379.858,9400000,NA,8700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,0.326860279,NA,18459470
1994,NC,33,North Carolina,37,47,7060959,144.883,3600000,NA,3400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,0.257744372,NA,7187398
1994,ND,34,North Dakota,38,36,639762,9.20994,320089,NA,317899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2,0.063690625,NA,644804
1994,OH,35,Ohio,39,24,11111451,270.946,5700000,NA,5400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8,0.136147425,NA,11152454
1994,OK,36,Oklahoma,40,53,3246119,47.367,1700000,NA,1600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.200001,0.194354281,NA,3280940
1994,OR,37,Oregon,41,72,3087142,32.0843,1600000,NA,1500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9,0.104736641,NA,3121264
1994,PA,38,Pennsylvania,42,14,12042545,268.025,6300000,NA,5800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,0.130182758,NA,12166050
1994,RI,39,Rhode Island,44,5,993412,950.429,517831,NA,478926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5999999,0.115614302,NA,1015960
1994,SC,40,South Carolina,45,48,3666456,121.224,1900000,NA,1800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.400002,0.31909138,NA,3705397
1994,SD,41,South Dakota,46,37,723038,9.49246,365967,NA,355197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7,0.093264177,NA,730790
1994,TN,42,Tennessee,47,54,5163016,125.218,2700000,NA,2500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.599998,0.180903733,NA,5231438
1994,TX,43,Texas,48,49,18338319,70.1092,9300000,NA,9100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.599998,0.418359905,NA,18564062
1994,UT,44,Utah,49,67,1930436,2.3241,959129,NA,948807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,0.096559584,NA,1960446
1994,VT,45,Vermont,50,6,578900,62.5877,295274,NA,284935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,0.021806562,NA,583836
1994,VA,46,Virginia,51,40,6536771,164.706,3300000,NA,3200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.299999,0.255563259,NA,6593139
1994,WA,47,Washington,53,73,5334896,80.2614,2700000,NA,2700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0.148323894,NA,5375161
1994,WV,48,West Virginia,54,56,1818490,75.6959,944931,NA,877090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1,0.042121563,NA,1820421
1994,WI,49,Wisconsin,55,25,5095504,93.3093,2600000,NA,2500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.095422491,NA,5133678
1994,WY,50,Wyoming,56,68,474982,4.89697,236763,NA,239218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.6,0.092037894,NA,480283
1995,AL,1,Alabama,1,41,4262731,83.8724,2200000,NA,2000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.099998,0.274369448,NA,4296800
1995,AK,2,Alaska,2,81,601345,1.06039,286477,NA,317140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,0.266159743,NA,604412
1995,AZ,3,Arizona,4,61,4306908,37.1902,2100000,NA,2100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4,0.305837482,NA,4432499
1995,AR,4,Arkansas,5,42,2480121,47.8198,1300000,NA,1200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.799999,0.184131861,NA,2535399
1995,CA,5,California,6,71,31493525,202.026,16000000,NA,16000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8000002,0.473752648,NA,31696582
1995,CO,6,Colorado,8,62,3738061,36.1101,1900000,NA,1900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8,0.203399673,NA,3826653
1995,CT,7,Connecticut,9,1,3265293,673.591,1700000,NA,1600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,0.18036662,NA,3324144
1995,DE,8,Delaware,10,11,718265,361.756,368105,NA,349092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5999999,0.230981901,NA,729734
1995,DC,8.5,District of Columbia,11,55,551273,NA,294752,NA,259504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,580517
1995,FL,9,Florida,12,43,14185403,261.897,7300000,NA,6900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6,0.295949519,NA,14537875
1995,GA,10,Georgia,13,44,7188538,123.999,3700000,NA,3500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.299999,0.319361389,NA,7328413
1995,HI,11,Hawaii,15,82,1180490,184.747,587157,NA,599658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,0.701379657,NA,1196854
1995,ID,12,Idaho,16,63,1165000,14.0668,583006,NA,580255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.099998,0.089915879,NA,1177322
1995,IL,13,Illinois,17,21,11884935,212.205,6100000,NA,5800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6,0.271234661,NA,12008437
1995,IN,14,Indiana,18,22,5791819,161.509,3000000,NA,2800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5,0.111694403,NA,5851459
1995,IA,15,Iowa,19,31,2840860,161.509,1500000,NA,1400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3,0.048834916,NA,2867373
1995,KS,16,Kansas,20,32,2586942,31.3619,1300000,NA,1300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5,0.126157716,NA,2601007
1995,KY,17,Kentucky,21,51,3855248,97.3518,2000000,NA,1900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.099998,0.085321657,NA,3887427
1995,LA,18,Louisiana,22,45,4327978,94.4135,2300000,NA,2100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.9,0.356143951,NA,4378779
1995,ME,19,Maine,23,2,1237438,40.1358,636631,NA,604751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9000001,0.020806791,NA,1243480
1995,MD,20,Maryland,24,52,5023650,509.756,2600000,NA,2400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1999998,0.333111674,NA,5070033
1995,MA,21,Massachusetts,25,3,6062335,776.131,3100000,NA,2900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,0.138915867,NA,6141445
1995,MI,22,Michigan,26,23,9659871,168.066,4900000,NA,4600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2,0.184765115,NA,9676211
1995,MN,23,Minnesota,27,33,4605445,57.3724,2300000,NA,2300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,0.075261235,NA,4660180
1995,MS,24,Mississippi,28,46,2690788,57.0238,1400000,NA,1300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.200001,0.377641022,NA,2722659
1995,MO,25,Missouri,29,34,5324610,77.165,2700000,NA,2600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.5,0.137094453,NA,5378247
1995,MT,26,Montana,30,64,868522,5.97581,437647,NA,432634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8,0.085403912,NA,876553
1995,NE,27,Nebraska,31,35,1635142,21.4035,837029,NA,800083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,0.091148011,NA,1656992
1995,NV,28,Nevada,32,65,1525777,13.9983,750647,NA,779461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,0.253608793,NA,1581578
1995,NH,29,New Hampshire,33,4,1145604,127.174,584232,NA,564021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9000001,0.030937172,NA,1157561
1995,NJ,30,New Jersey,34,12,7965523,1056.38,4100000,NA,3800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5999999,0.292388141,NA,8083242
1995,NM,31,New Mexico,35,66,1682417,13.8784,855219,NA,830182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4,0.505042791,NA,1720394
1995,NY,32,New York,36,13,18150928,379.168,9400000,NA,8700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,0.331669211,NA,18524104
1995,NC,33,North Carolina,37,47,7185403,147.445,3700000,NA,3500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.1,0.259349346,NA,7344674
1995,ND,34,North Dakota,38,36,641548,9.25324,321708,NA,319659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2,0.065792836,NA,647832
1995,OH,35,Ohio,39,24,11155493,272.142,5800000,NA,5400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3,0.13778019,NA,11202751
1995,OK,36,Oklahoma,40,53,3265547,47.6578,1700000,NA,1600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.200001,0.195604101,NA,3308208
1995,OR,37,Oregon,41,72,3141421,32.6562,1600000,NA,1500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,0.108936004,NA,3184369
1995,PA,38,Pennsylvania,42,14,12044780,268.47,6300000,NA,5800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0999999,0.131808057,NA,12198403
1995,RI,39,Rhode Island,44,5,989203,943.756,514186,NA,475608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,0.119367041,NA,1017002
1995,SC,40,South Carolina,45,48,3699943,121.522,1900000,NA,1800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.9,0.320547283,NA,3748582
1995,SD,41,South Dakota,46,37,728251,9.59779,369815,NA,359219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2,0.094167583,NA,737925
1995,TN,42,Tennessee,47,54,5241168,127.178,2700000,NA,2500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.400002,0.182154745,NA,5326936
1995,TX,43,Texas,48,49,18679706,71.4291,9500000,NA,9200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.200001,0.424405456,NA,18958751
1995,UT,44,Utah,49,67,1976774,2.37647,981043,NA,970365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.400002,0.099361658,NA,2014177
1995,VT,45,Vermont,50,6,582827,63.1272,297366,NA,287405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9000001,0.022579759,NA,589002
1995,VA,46,Virginia,51,40,6601392,166.365,3400000,NA,3200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9,0.259393722,NA,6670693
1995,WA,47,Washington,53,73,5431024,81.5833,2700000,NA,2700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9,0.152824715,NA,5481027
1995,WV,48,West Virginia,54,56,1820560,75.9452,947922,NA,880218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7,0.042743549,NA,1823700
1995,WI,49,Wisconsin,55,25,5137004,94.0621,2600000,NA,2500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0.09731847,NA,5184836
1995,WY,50,Wyoming,56,68,478447,4.93812,238777,NA,241407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.9,0.090755232,NA,485160
1996,AL,1,Alabama,1,41,4290403,84.602,2200000,NA,2100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.099998,0.275188357,NA,4331102
1996,AK,2,Alaska,2,81,604918,1.06215,287709,NA,319298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,0.269591749,NA,608569
1996,AZ,3,Arizona,4,61,4432308,39.077,2200000,NA,2200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4,0.310312271,NA,4586940
1996,AR,4,Arkansas,5,42,2504858,48.2241,1300000,NA,1200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.799999,0.187313765,NA,2572109
1996,CA,5,California,6,71,31780829,203.254,16000000,NA,16000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8000002,0.48126021,NA,32018834
1996,CO,6,Colorado,8,62,3812716,36.7461,1900000,NA,1900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8,0.206265152,NA,3919972
1996,CT,7,Connecticut,9,1,3267030,671.946,1700000,NA,1600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,0.184165597,NA,3336685
1996,DE,8,Delaware,10,11,727090,366.801,371585,NA,353257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5999999,0.236104533,NA,740977
1996,DC,8.5,District of Columbia,11,55,538273,NA,288830,NA,254383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,572377
1996,FL,9,Florida,12,43,14426911,266.722,7400000,NA,7000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6,0.302515417,NA,14853360
1996,GA,10,Georgia,13,44,7332225,126.255,3800000,NA,3600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.299999,0.32374987,NA,7501069
1996,HI,11,Hawaii,15,82,1184434,184.28,586381,NA,597342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,0.705218732,NA,1203755
1996,ID,12,Idaho,16,63,1187706,14.3692,594647,NA,594604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.099998,0.092286192,NA,1203083
1996,IL,13,Illinois,17,21,11953003,214.411,6100000,NA,5800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6,0.275220186,NA,12101997
1996,IN,14,Indiana,18,22,5834908,161.648,3000000,NA,2800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5,0.113296658,NA,5906013
1996,IA,15,Iowa,19,31,2848473,161.648,1500000,NA,1400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3,0.050259482,NA,2880000
1996,KS,16,Kansas,20,32,2598266,31.7654,1300000,NA,1300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5,0.127802536,NA,2614554
1996,KY,17,Kentucky,21,51,3881051,97.8815,2000000,NA,1900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.099998,0.086202525,NA,3919535
1996,LA,18,Louisiana,22,45,4338763,96.5724,2300000,NA,2100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.9,0.358590215,NA,4398877
1996,ME,19,Maine,23,2,1241436,40.1358,636096,NA,607220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9000001,0.021542305,NA,1249060
1996,MD,20,Maryland,24,52,5057142,511.273,2600000,NA,2500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1999998,0.339282572,NA,5111986
1996,MA,21,Massachusetts,25,3,6085393,777.536,3200000,NA,2900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,0.142485783,NA,6179756
1996,MI,22,Michigan,26,23,9739184,171.357,4900000,NA,4700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2,0.18618308,NA,9758645
1996,MN,23,Minnesota,27,33,4647723,58.621,2400000,NA,2300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,0.07780809,NA,4712827
1996,MS,24,Mississippi,28,46,2709925,57.2987,1400000,NA,1300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.200001,0.379248708,NA,2748085
1996,MO,25,Missouri,29,34,5367888,77.8027,2800000,NA,2600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.5,0.138526261,NA,5431553
1996,MT,26,Montana,30,64,876656,6.02389,441261,NA,438111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8,0.085343212,NA,886254
1996,NE,27,Nebraska,31,35,1647657,21.5473,842885,NA,809208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,0.09531796,NA,1673740
1996,NV,28,Nevada,32,65,1596476,14.6021,785741,NA,817422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,0.261858404,NA,1666320
1996,NH,29,New Hampshire,33,4,1160768,128.614,590066,NA,572415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9000001,0.032519381,NA,1174719
1996,NJ,30,New Jersey,34,12,8009624,1065.02,4100000,NA,3900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5999999,0.298378408,NA,8149596
1996,NM,31,New Mexico,35,66,1706151,14.0513,867786,NA,845621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4,0.509481251,NA,1752326
1996,NY,32,New York,36,13,18143805,379.336,9400000,NA,8800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,0.336277664,NA,18588460
1996,NC,33,North Carolina,37,47,7307658,149.76,3800000,NA,3600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.1,0.261354804,NA,7500670
1996,ND,34,North Dakota,38,36,642858,9.28212,322131,NA,321408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2,0.067702956,NA,650382
1996,OH,35,Ohio,39,24,11187032,273.02,5800000,NA,5400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3,0.139575049,NA,11242827
1996,OK,36,Oklahoma,40,53,3289634,47.8323,1700000,NA,1600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.200001,0.197330698,NA,3340129
1996,OR,37,Oregon,41,72,3195087,33.2176,1600000,NA,1600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,0.112260409,NA,3247111
1996,PA,38,Pennsylvania,42,14,12038008,267.713,6300000,NA,5800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0999999,0.133673623,NA,12220464
1996,RI,39,Rhode Island,44,5,987858,941.849,513690,NA,476535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,0.122895747,NA,1020893
1996,SC,40,South Carolina,45,48,3738974,123.705,1900000,NA,1800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.9,0.320861995,NA,3796200
1996,SD,41,South Dakota,46,37,730699,9.62412,371331,NA,361074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2,0.098492473,NA,742213
1996,TN,42,Tennessee,47,54,5313576,128.581,2700000,NA,2600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.400002,0.183965757,NA,5416643
1996,TX,43,Texas,48,49,19006240,72.5049,9700000,NA,9500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.200001,0.430092067,NA,19340342
1996,UT,44,Utah,49,67,2022253,2.46296,1000000,NA,996638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.400002,0.102561817,NA,2067976
1996,VT,45,Vermont,50,6,586352,63.2351,298644,NA,290010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9000001,0.022691127,NA,593701
1996,VA,46,Virginia,51,40,6665491,167.546,3400000,NA,3300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9,0.263232708,NA,6750884
1996,WA,47,Washington,53,73,5509963,82.77,2800000,NA,2800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9,0.157298729,NA,5569753
1996,WV,48,West Virginia,54,56,1818983,75.5713,944505,NA,881249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7,0.042713579,NA,1822808
1996,WI,49,Wisconsin,55,25,5173828,94.9985,2600000,NA,2500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0.099382102,NA,5229986
1996,WY,50,Wyoming,56,68,480085,4.93812,239025,NA,242375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.9,0.091587499,NA,488167
1997,AL,1,Alabama,1,41,4320281,85.1937,2200000,NA,2100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.099998,0.277051389,NA,4367935
1997,AK,2,Alaska,2,81,608846,1.06917,289073,NA,320238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,0.274293929,NA,612968
1997,AZ,3,Arizona,4,61,4552207,40.1351,2300000,NA,2300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4,0.314567447,NA,4736990
